"Previous_Items1","Previous_Items2","Previous_Items3","Previous_Items4","Predicted_Items","support","confidence","lift"
"Medium,Play",,,"Play","Ang(N),OZ,Shot",0.207920792079208,0.807692307692308,1.0503466490591
"OZ2,Play",,,"OZ,Play","Ang(N),Shot",0.280528052805281,0.817307692307692,1.04933996088657
"OZ,Play",,,"Play","Ang(N),OZ,Shot",0.260726072607261,0.806122448979592,1.04830515897346
"PRec",,,"OZ2,Play","Ang(N),Shot",0.498349834983498,0.816216216216216,1.04793861658268
"PRec","Play","Play","Play","Ang(N),Shot",0.234323432343234,0.816091954022989,1.04777907656341
"OZ,OZ2,Play",,,"Direct,OZ2,Play","Ang(N),Shot",0.204620462046205,0.815789473684211,1.04739072256913
"PRec","Play","Play","OZ2,Play","Ang(N),OZ,Shot",0.204620462046205,0.805194805194805,1.04709882392286
,,,"lfw,Play","Ang(N),Shot",0.34983498349835,0.815384615384615,1.04687092568449
,,,"Direct,OZ,OZ2,Play","Ang(N),OZ,Shot",0.435643564356436,0.804878048780488,1.04668690463729
"PRec","OZ2,Play",,"Direct,OZ,Play","Ang(N),OZ,Shot",0.217821782178218,0.804878048780488,1.04668690463729
"PRec",,,"Medium,Play","Ang(N),OZ,Shot",0.326732673267327,0.804878048780488,1.04668690463729
"OZ,Play",,,"Direct,OZ,OZ2,Play","Ang(N),Shot",0.217821782178218,0.814814814814815,1.04613935969868
"OZ,Play",,,"Direct,OZ,Play","Ang(N),Shot",0.217821782178218,0.814814814814815,1.04613935969868
"PRec",,,"Direct,Play","Ang(N),OZ,Shot",0.488448844884488,0.804347826086957,1.04599738757231
"Play",,,"OZ,Play","Ang(N),Shot",0.333333333333333,0.814516129032258,1.0457558775287
"OZ,Play",,,"OZ2,Play","Ang(N),OZ,Shot",0.257425742574257,0.804123711340206,1.04570594221495
"PRec",,,"OZ,Play","Ang(N),Shot",0.462046204620462,0.813953488372093,1.04503350413875
"Play",,,"OZ,OZ2,Play","Ang(N),Shot",0.316831683168317,0.813559322033898,1.04452743464522
,,,"Direct,Medium,Play","Ang(N),Shot",0.316831683168317,0.813559322033898,1.04452743464522
"PRec",,,"Play","Ang(N),Shot",0.561056105610561,0.813397129186603,1.04431919552348
"OZ,OZ2,Play",,,"Direct,OZ,OZ2,Play","Ang(N),Shot",0.201320132013201,0.813333333333333,1.04423728813559
"OZ,OZ2,Play",,,"Direct,OZ,Play","Ang(N),Shot",0.201320132013201,0.813333333333333,1.04423728813559
"Play","Play",,"Play","Ang(N),Shot",0.244224422442244,0.813186813186813,1.04404917116782
,,,"lfw,OZ,OZ2,Play","Ang(N),Shot",0.244224422442244,0.813186813186813,1.04404917116782
"PRec",,,"Direct,OZ2,Play","Ang(N),OZ,Shot",0.429042904290429,0.802469135802469,1.04355428389763
"PRec","OZ2,Play",,"Direct,OZ,OZ2,Play","Ang(N),OZ,Shot",0.214521452145215,0.802469135802469,1.04355428389763
,,,"Direct,OZ,Play","Ang(N),OZ,Shot",0.442244224422442,0.802395209580838,1.04345814808152
"PRec","OZ2,Play",,"Direct,Play","Ang(N),OZ,Shot",0.227722772277228,0.802325581395349,1.04336760155704
"PRec","OZ,Play",,"Play","Ang(N),OZ,Shot",0.240924092409241,0.802197802197802,1.04320143375937
,,,"lfw,OZ,OZ2,Play","Ang(N),OZ,Shot",0.240924092409241,0.802197802197802,1.04320143375937
"PRec","OZ2,Play",,"Play","Ang(N),Shot",0.257425742574257,0.8125,1.04316737288136
"PRec","Play","Play","Direct,Play","Ang(N),Shot",0.214521452145215,0.8125,1.04316737288136
"PRec","OZ2,Play",,"OZ,OZ2,Play","Ang(N),Shot",0.240924092409241,0.811111111111111,1.04138418079096
"OZ2,Play",,,"Direct,OZ,Play","Ang(N),Shot",0.240924092409241,0.811111111111111,1.04138418079096
,,,"Direct,OZ,OZ2,Play","Ang(N),Shot",0.438943894389439,0.810975609756098,1.04121021083092
,,,"lfw,OZ2,Play","Ang(N),Shot",0.254125412541254,0.810526315789474,1.04063336306869
"PRec","OZ2,Play",,"OZ2,Play","Ang(N),Shot",0.254125412541254,0.810526315789474,1.04063336306869
"PRec","OZ2,Play",,"OZ,Play","Ang(N),Shot",0.254125412541254,0.810526315789474,1.04063336306869
"OZ2,Play",,,"Direct,Play","Ang(N),Shot",0.254125412541254,0.810526315789474,1.04063336306869
,,,"OZ,PRec","Ang(N),OZ,Shot",0.475247524752475,0.8,1.04034334763948
"Play",,,"Direct,OZ,Play","Ang(N),OZ,Shot",0.29042904290429,0.8,1.04034334763948
"PRec","OZ,Play",,"OZ2,Play","Ang(N),OZ,Shot",0.237623762376238,0.8,1.04034334763948
"Play","Play",,"OZ2,Play","Ang(N),OZ,Shot",0.211221122112211,0.8,1.04034334763948
"PRec",,,"Direct,Play","Ang(N),Shot",0.491749174917492,0.809782608695652,1.03967851879145
"Play","Play",,"Direct,Play","Ang(N),Shot",0.224422442244224,0.809523809523809,1.03934624697337
"Play",,,"Direct,OZ,Play","Ang(N),Shot",0.293729372937294,0.809090909090909,1.03879044684129
"OZ2,Play",,,"Direct,OZ,OZ2,Play","Ang(N),Shot",0.237623762376238,0.808988764044944,1.03865930298991
"PRec",,,"Direct,OZ2,Play","Ang(N),Shot",0.432343234323432,0.808641975308642,1.03821406151915
"OZ2,Play",,,"Direct,OZ2,Play","Ang(N),Shot",0.250825082508251,0.808510638297872,1.03804543815362
,,,"Direct,OZ,Play","Ang(N),Shot",0.445544554455446,0.808383233532934,1.03788186339186
"Play,Short",,,"Play","Ang(N),Shot",0.207920792079208,0.807692307692308,1.03699478487614
"Medium,Play",,,"Play","Ang(N),Shot",0.207920792079208,0.807692307692308,1.03699478487614
"lfw,Play",,,"Play","Ang(N),Shot",0.207920792079208,0.807692307692308,1.03699478487614
,,,"OZ,Play","Ang(N),Shot",0.508250825082508,0.806282722513089,1.03518502085367
"OZ,Play",,,"Play","Ang(N),Shot",0.260726072607261,0.806122448979592,1.03497924593566
,,,"OZ2,Play","Ang(N),Shot",0.547854785478548,0.805825242718447,1.03459766332072
"Play",,,"Direct,OZ,OZ2,Play","Ang(N),Shot",0.287128712871287,0.805555555555556,1.03425141242938
"PRec","Play","Play","OZ2,Play","Ang(N),Shot",0.204620462046205,0.805194805194805,1.03378824565265
"PRec","OZ2,Play",,"Direct,OZ,Play","Ang(N),Shot",0.217821782178218,0.804878048780488,1.03338156262919
"PRec",,,"Medium,Play","Ang(N),Shot",0.326732673267327,0.804878048780488,1.03338156262919
"OZ,Play",,,"OZ2,Play","Ang(N),Shot",0.257425742574257,0.804123711340206,1.03241307006815
"Play",,,"Play","Ang(N),Shot",0.392739273927393,0.804054054054054,1.03232363719652
"PRec","Play",,"OZ,OZ2,Play","Ang(N),Shot",0.283828382838284,0.803738317757009,1.03191826389989
"PRec","Play",,"OZ,Play","Ang(N),Shot",0.297029702970297,0.803571428571429,1.03170399515738
"PRec","OZ2,Play",,"Direct,OZ,OZ2,Play","Ang(N),Shot",0.214521452145215,0.802469135802469,1.03028876333961
"PRec","OZ2,Play",,"Direct,Play","Ang(N),Shot",0.227722772277228,0.802325581395349,1.03010445407962
"PRec","OZ,Play",,"Play","Ang(N),Shot",0.240924092409241,0.802197802197802,1.02994039858447
,,,"OZ,PRec","Ang(N),Shot",0.475247524752475,0.8,1.0271186440678
"PRec","OZ,Play",,"OZ2,Play","Ang(N),Shot",0.237623762376238,0.8,1.0271186440678
"Play","Play",,"OZ2,Play","Ang(N),Shot",0.211221122112211,0.8,1.0271186440678
,,,"Medium,Play","OZ,Shot",0.442244224422442,1,1.01677852348993
,,,"Long,Play","OZ,Shot",0.425742574257426,1,1.01677852348993
,,,"bw,Play","OZ,Shot",0.405940594059406,1,1.01677852348993
"PRec",,,"Medium,Play","OZ,Shot",0.405940594059406,1,1.01677852348993
"OZ,PRec",,,"Play","OZ,Shot",0.392739273927393,1,1.01677852348993
"OZ,PRec",,,"OZ,Play","OZ,Shot",0.392739273927393,1,1.01677852348993
,,,"bw,OZ2,Play","OZ,Shot",0.389438943894389,1,1.01677852348993
,,,"Direct,Medium,Play","OZ,Shot",0.389438943894389,1,1.01677852348993
"PRec",,,"Long,Play","OZ,Shot",0.389438943894389,1,1.01677852348993
"OZ,PRec",,,"OZ2,Play","OZ,Shot",0.386138613861386,1,1.01677852348993
"OZ,PRec",,,"OZ,OZ2,Play","OZ,Shot",0.372937293729373,1,1.01677852348993
"PRec",,,"bw,Play","OZ,Shot",0.372937293729373,1,1.01677852348993
"PRec",,,"bw,OZ2,Play","OZ,Shot",0.356435643564356,1,1.01677852348993
"PRec",,,"Direct,Medium,Play","OZ,Shot",0.353135313531353,1,1.01677852348993
,,,"Medium,OZ2,Play","OZ,Shot",0.34983498349835,1,1.01677852348993
"PRec",,,"fw,Play","OZ,Shot",0.34983498349835,1,1.01677852348993
,,,"Medium,OZ,Play","OZ,Shot",0.346534653465347,1,1.01677852348993
"OZ,PRec",,,"Direct,Play","OZ,Shot",0.346534653465347,1,1.01677852348993
"OZ,PRec",,,"Direct,OZ2,Play","OZ,Shot",0.343234323432343,1,1.01677852348993
"PRec",,,"Indirect,Play","OZ,Shot",0.33993399339934,1,1.01677852348993
"OZ,PRec",,,"Direct,OZ,Play","OZ,Shot",0.336633663366337,1,1.01677852348993
"OZ,PRec",,,"Direct,OZ,OZ2,Play","OZ,Shot",0.33003300330033,1,1.01677852348993
,,,"Medium,OZ,OZ2,Play","OZ,Shot",0.326732673267327,1,1.01677852348993
"OZ,Play",,,"Play","OZ,Shot",0.323432343234323,1,1.01677852348993
"PRec",,,"Medium,OZ2,Play","OZ,Shot",0.323432343234323,1,1.01677852348993
,,,"Direct,Medium,OZ2,Play","OZ,Shot",0.323432343234323,1,1.01677852348993
"OZ,Play",,,"OZ2,Play","OZ,Shot",0.32013201320132,1,1.01677852348993
"PRec",,,"Medium,OZ,Play","OZ,Shot",0.32013201320132,1,1.01677852348993
"PRec","OZ2,Play",,"Play","OZ,Shot",0.316831683168317,1,1.01677852348993
,,,"Long,OZ2,Play","OZ,Shot",0.313531353135314,1,1.01677852348993
"PRec","OZ2,Play",,"OZ2,Play","OZ,Shot",0.313531353135314,1,1.01677852348993
"PRec","OZ2,Play",,"OZ,Play","OZ,Shot",0.313531353135314,1,1.01677852348993
"OZ2,Play",,,"Direct,Play","OZ,Shot",0.313531353135314,1,1.01677852348993
"OZ2,Play",,,"Direct,OZ2,Play","OZ,Shot",0.31023102310231,1,1.01677852348993
,,,"bw,Direct,Play","OZ,Shot",0.31023102310231,1,1.01677852348993
,,,"bw,OZ,OZ2,Play","OZ,Shot",0.306930693069307,1,1.01677852348993
,,,"bw,OZ,Play","OZ,Shot",0.306930693069307,1,1.01677852348993
,,,"Direct,Medium,OZ,Play","OZ,Shot",0.306930693069307,1,1.01677852348993
"Play","Play",,"Play","OZ,Shot",0.3003300330033,1,1.01677852348993
"PRec","OZ,Play",,"Play","OZ,Shot",0.3003300330033,1,1.01677852348993
"PRec",,,"Medium,OZ,OZ2,Play","OZ,Shot",0.3003300330033,1,1.01677852348993
,,,"Direct,Medium,OZ,OZ2,Play","OZ,Shot",0.3003300330033,1,1.01677852348993
"OZ,Play",,,"OZ,Play","OZ,Shot",0.3003300330033,1,1.01677852348993
"Indirect,Play",,,"Play","OZ,Shot",0.297029702970297,1,1.01677852348993
"PRec","OZ,Play",,"OZ2,Play","OZ,Shot",0.297029702970297,1,1.01677852348993
"OZ,Play",,,"OZ,OZ2,Play","OZ,Shot",0.297029702970297,1,1.01677852348993
"PRec","OZ2,Play",,"OZ,OZ2,Play","OZ,Shot",0.297029702970297,1,1.01677852348993
"PRec",,,"Direct,Medium,OZ2,Play","OZ,Shot",0.297029702970297,1,1.01677852348993
,,,"bw,Direct,OZ2,Play","OZ,Shot",0.297029702970297,1,1.01677852348993
"OZ2,Play",,,"Direct,OZ,Play","OZ,Shot",0.297029702970297,1,1.01677852348993
"OZ2,Play",,,"Direct,OZ,OZ2,Play","OZ,Shot",0.293729372937294,1,1.01677852348993
"OZ,Play",,,"Direct,Play","OZ,Shot",0.29042904290429,1,1.01677852348993
"PRec","Play","Play","Play","OZ,Shot",0.287128712871287,1,1.01677852348993
"PRec",,,"Long,OZ2,Play","OZ,Shot",0.287128712871287,1,1.01677852348993
"OZ,Play",,,"Direct,OZ2,Play","OZ,Shot",0.287128712871287,1,1.01677852348993
"OZ,OZ2,Play",,,"Play","OZ,Shot",0.283828382838284,1,1.01677852348993
"PRec",,,"bw,OZ,OZ2,Play","OZ,Shot",0.283828382838284,1,1.01677852348993
"PRec",,,"bw,OZ,Play","OZ,Shot",0.283828382838284,1,1.01677852348993
"PRec","OZ2,Play",,"Direct,Play","OZ,Shot",0.283828382838284,1,1.01677852348993
"PRec","Indirect,Play",,"Play","OZ,Shot",0.280528052805281,1,1.01677852348993
"OZ,OZ2,Play",,,"OZ2,Play","OZ,Shot",0.280528052805281,1,1.01677852348993
"PRec","OZ2,Play",,"Direct,OZ2,Play","OZ,Shot",0.280528052805281,1,1.01677852348993
,,,"Long,OZ,Play","OZ,Shot",0.280528052805281,1,1.01677852348993
"OZ,OZ2,Play",,,"OZ,Play","OZ,Shot",0.280528052805281,1,1.01677852348993
"PRec",,,"Direct,Medium,OZ,Play","OZ,Shot",0.280528052805281,1,1.01677852348993
"Play",,,"Long,Play","OZ,Shot",0.280528052805281,1,1.01677852348993
"PRec",,,"bw,Direct,Play","OZ,Shot",0.280528052805281,1,1.01677852348993
"OZ,OZ2,Play",,,"OZ,OZ2,Play","OZ,Shot",0.277227722772277,1,1.01677852348993
"PRec","OZ,Play",,"OZ,Play","OZ,Shot",0.277227722772277,1,1.01677852348993
,,,"Direct,Long,Play","OZ,Shot",0.277227722772277,1,1.01677852348993
"Play","Play",,"Direct,Play","OZ,Shot",0.277227722772277,1,1.01677852348993
"Long,Play",,,"Play","OZ,Shot",0.273927392739274,1,1.01677852348993
"PRec","OZ,Play",,"OZ,OZ2,Play","OZ,Shot",0.273927392739274,1,1.01677852348993
"PRec",,,"Direct,Medium,OZ,OZ2,Play","OZ,Shot",0.273927392739274,1,1.01677852348993
"PRec","OZ2,Play",,"Direct,OZ,Play","OZ,Shot",0.270627062706271,1,1.01677852348993
"PRec","fw,Play",,"Play","OZ,Shot",0.267326732673267,1,1.01677852348993
"OZ,Play",,,"Direct,OZ,OZ2,Play","OZ,Shot",0.267326732673267,1,1.01677852348993
"PRec","OZ2,Play",,"Direct,OZ,OZ2,Play","OZ,Shot",0.267326732673267,1,1.01677852348993
"PRec",,,"bw,Direct,OZ2,Play","OZ,Shot",0.267326732673267,1,1.01677852348993
"OZ,Play",,,"Direct,OZ,Play","OZ,Shot",0.267326732673267,1,1.01677852348993
"PRec","OZ,Play",,"Direct,Play","OZ,Shot",0.267326732673267,1,1.01677852348993
"Play","Play",,"OZ2,Play","OZ,Shot",0.264026402640264,1,1.01677852348993
"PRec","OZ,Play",,"Direct,OZ2,Play","OZ,Shot",0.264026402640264,1,1.01677852348993
"Play",,,"Medium,Play","OZ,Shot",0.264026402640264,1,1.01677852348993
"PRec","Play","Play","Direct,Play","OZ,Shot",0.264026402640264,1,1.01677852348993
"PRec","OZ,OZ2,Play",,"Play","OZ,Shot",0.260726072607261,1,1.01677852348993
"PRec","Long,Play",,"Play","OZ,Shot",0.260726072607261,1,1.01677852348993
"Indirect,Play",,,"OZ2,Play","OZ,Shot",0.260726072607261,1,1.01677852348993
"PRec",,,"Long,OZ,Play","OZ,Shot",0.260726072607261,1,1.01677852348993
"Medium,Play",,,"Play","OZ,Shot",0.257425742574257,1,1.01677852348993
"PRec","OZ,OZ2,Play",,"OZ2,Play","OZ,Shot",0.257425742574257,1,1.01677852348993
,,,"bw,Direct,OZ,OZ2,Play","OZ,Shot",0.257425742574257,1,1.01677852348993
"PRec","OZ,OZ2,Play",,"OZ,Play","OZ,Shot",0.257425742574257,1,1.01677852348993
,,,"bw,Direct,OZ,Play","OZ,Shot",0.257425742574257,1,1.01677852348993
"PRec","Play",,"Long,Play","OZ,Shot",0.257425742574257,1,1.01677852348993
"Indirect,Play",,,"Direct,Play","OZ,Shot",0.257425742574257,1,1.01677852348993
"fw,Play",,,"Direct,Play","OZ,Shot",0.257425742574257,1,1.01677852348993
"PRec","Play","Play","OZ2,Play","OZ,Shot",0.254125412541254,1,1.01677852348993
,,,"Long,OZ,OZ2,Play","OZ,Shot",0.254125412541254,1,1.01677852348993
"PRec","OZ,OZ2,Play",,"OZ,OZ2,Play","OZ,Shot",0.254125412541254,1,1.01677852348993
"OZ,OZ2,Play",,,"Direct,Play","OZ,Shot",0.254125412541254,1,1.01677852348993
"Play",,,"bw,Play","OZ,Shot",0.254125412541254,1,1.01677852348993
"OZ,OZ2,Play",,,"Direct,OZ2,Play","OZ,Shot",0.250825082508251,1,1.01677852348993
"Direct,OZ2,Play",,,"Direct,Play","OZ,Shot",0.250825082508251,1,1.01677852348993
,,,"lbw,Play","OZ,Shot",0.247524752475248,1,1.01677852348993
"PRec","Indirect,Play",,"OZ2,Play","OZ,Shot",0.247524752475248,1,1.01677852348993
"OZ,OZ2,Play",,,"Direct,OZ,OZ2,Play","OZ,Shot",0.247524752475248,1,1.01677852348993
"Direct,OZ2,Play",,,"Direct,OZ2,Play","OZ,Shot",0.247524752475248,1,1.01677852348993
"OZ,OZ2,Play",,,"Direct,OZ,Play","OZ,Shot",0.247524752475248,1,1.01677852348993
"PRec","Play",,"Medium,Play","OZ,Shot",0.247524752475248,1,1.01677852348993
"OZ,PRec",,,"Medium,Play","OZ,Shot",0.247524752475248,1,1.01677852348993
"PRec",,,"Direct,Long,Play","OZ,Shot",0.247524752475248,1,1.01677852348993
"Medium,Play",,,"Direct,Play","OZ,Shot",0.247524752475248,1,1.01677852348993
"PRec","OZ,Play",,"Direct,OZ,OZ2,Play","OZ,Shot",0.244224422442244,1,1.01677852348993
"Play","Play",,"Direct,OZ2,Play","OZ,Shot",0.244224422442244,1,1.01677852348993
"Play",,,"bw,OZ2,Play","OZ,Shot",0.244224422442244,1,1.01677852348993
"OZ,PRec",,,"bw,OZ2,Play","OZ,Shot",0.244224422442244,1,1.01677852348993
"Play","Play",,"OZ,Play","OZ,Shot",0.244224422442244,1,1.01677852348993
"PRec","OZ,Play",,"Direct,OZ,Play","OZ,Shot",0.244224422442244,1,1.01677852348993
"PRec","Indirect,Play",,"Direct,Play","OZ,Shot",0.244224422442244,1,1.01677852348993
"OZ,PRec",,,"bw,Play","OZ,Shot",0.244224422442244,1,1.01677852348993
"PRec","Direct,OZ2,Play",,"Play","OZ,Shot",0.240924092409241,1,1.01677852348993
"Long,Play",,,"OZ2,Play","OZ,Shot",0.240924092409241,1,1.01677852348993
"Indirect,Play",,,"OZ,Play","OZ,Shot",0.240924092409241,1,1.01677852348993
"Direct,OZ2,Play",,,"Direct,OZ,Play","OZ,Shot",0.240924092409241,1,1.01677852348993
"PRec","fw,Play",,"Direct,Play","OZ,Shot",0.240924092409241,1,1.01677852348993
"Direct,OZ,Play",,,"Play","OZ,Shot",0.237623762376238,1,1.01677852348993
"PRec","Medium,Play",,"Play","OZ,Shot",0.237623762376238,1,1.01677852348993
"PRec","Direct,OZ2,Play",,"OZ2,Play","OZ,Shot",0.237623762376238,1,1.01677852348993
"Direct,OZ2,Play",,,"Direct,OZ,OZ2,Play","OZ,Shot",0.237623762376238,1,1.01677852348993
"PRec",,,"bw,Direct,OZ,OZ2,Play","OZ,Shot",0.237623762376238,1,1.01677852348993
"PRec","Direct,OZ2,Play",,"OZ,Play","OZ,Shot",0.237623762376238,1,1.01677852348993
"OZ,PRec",,,"Medium,OZ,Play","OZ,Shot",0.237623762376238,1,1.01677852348993
"PRec",,,"bw,Direct,OZ,Play","OZ,Shot",0.237623762376238,1,1.01677852348993
"Play",,,"Direct,Medium,Play","OZ,Shot",0.237623762376238,1,1.01677852348993
"Play","OZ2,Play",,"Play","OZ,Shot",0.234323432343234,1,1.01677852348993
"Play","Direct,Play",,"Play","OZ,Shot",0.234323432343234,1,1.01677852348993
"Direct,OZ,Play",,,"OZ2,Play","OZ,Shot",0.234323432343234,1,1.01677852348993
"Play","Play",,"OZ,OZ2,Play","OZ,Shot",0.234323432343234,1,1.01677852348993
"PRec",,,"Long,OZ,OZ2,Play","OZ,Shot",0.234323432343234,1,1.01677852348993
"PRec","Play","Play","Direct,OZ2,Play","OZ,Shot",0.234323432343234,1,1.01677852348993
"Long,Play",,,"OZ,Play","OZ,Shot",0.234323432343234,1,1.01677852348993
"PRec","Play","Play","OZ,Play","OZ,Shot",0.234323432343234,1,1.01677852348993
"PRec",,,"lbw,Play","OZ,Shot",0.234323432343234,1,1.01677852348993
"Long,Play",,,"Direct,Play","OZ,Shot",0.234323432343234,1,1.01677852348993
"PRec","Play",,"bw,Play","OZ,Shot",0.234323432343234,1,1.01677852348993
"Direct,OZ,OZ2,Play",,,"Play","OZ,Shot",0.231023102310231,1,1.01677852348993
"Medium,Play",,,"OZ2,Play","OZ,Shot",0.231023102310231,1,1.01677852348993
"Play","OZ2,Play",,"OZ2,Play","OZ,Shot",0.231023102310231,1,1.01677852348993
"PRec","Long,Play",,"OZ2,Play","OZ,Shot",0.231023102310231,1,1.01677852348993
"PRec","fw,Play",,"OZ2,Play","OZ,Shot",0.231023102310231,1,1.01677852348993
"PRec","Direct,OZ2,Play",,"OZ,OZ2,Play","OZ,Shot",0.231023102310231,1,1.01677852348993
"OZ,PRec",,,"Medium,OZ2,Play","OZ,Shot",0.231023102310231,1,1.01677852348993
"Play","OZ2,Play",,"OZ,Play","OZ,Shot",0.231023102310231,1,1.01677852348993
,,,"Indirect,Long,Play","OZ,Shot",0.231023102310231,1,1.01677852348993
"PRec","OZ,OZ2,Play",,"Direct,Play","OZ,Shot",0.231023102310231,1,1.01677852348993
"Direct,OZ,OZ2,Play",,,"OZ2,Play","OZ,Shot",0.227722772277228,1,1.01677852348993
"PRec","Play","Play","OZ,OZ2,Play","OZ,Shot",0.227722772277228,1,1.01677852348993
"Play",,,"Long,OZ2,Play","OZ,Shot",0.227722772277228,1,1.01677852348993
"PRec","OZ,OZ2,Play",,"Direct,OZ2,Play","OZ,Shot",0.227722772277228,1,1.01677852348993
"Direct,OZ,OZ2,Play",,,"OZ,Play","OZ,Shot",0.227722772277228,1,1.01677852348993
"Direct,OZ,Play",,,"OZ,Play","OZ,Shot",0.227722772277228,1,1.01677852348993
"PRec","Direct,OZ2,Play",,"Direct,Play","OZ,Shot",0.227722772277228,1,1.01677852348993
"PRec","Medium,Play",,"Direct,Play","OZ,Shot",0.227722772277228,1,1.01677852348993
"bw,Play",,,"Play","OZ,Shot",0.224422442244224,1,1.01677852348993
"PRec","Play","OZ2,Play","Play","OZ,Shot",0.224422442244224,1,1.01677852348993
"Play","OZ,Play",,"Play","OZ,Shot",0.224422442244224,1,1.01677852348993
"Indirect,Play",,,"OZ,OZ2,Play","OZ,Shot",0.224422442244224,1,1.01677852348993
"Play","OZ2,Play",,"OZ,OZ2,Play","OZ,Shot",0.224422442244224,1,1.01677852348993
"Direct,OZ,OZ2,Play",,,"OZ,OZ2,Play","OZ,Shot",0.224422442244224,1,1.01677852348993
"Direct,OZ,Play",,,"OZ,OZ2,Play","OZ,Shot",0.224422442244224,1,1.01677852348993
"OZ,PRec",,,"Medium,OZ,OZ2,Play","OZ,Shot",0.224422442244224,1,1.01677852348993
"PRec","OZ,OZ2,Play",,"Direct,OZ,OZ2,Play","OZ,Shot",0.224422442244224,1,1.01677852348993
"Medium,Play",,,"Direct,OZ2,Play","OZ,Shot",0.224422442244224,1,1.01677852348993
"Indirect,Play",,,"Direct,OZ2,Play","OZ,Shot",0.224422442244224,1,1.01677852348993
"PRec","Direct,OZ2,Play",,"Direct,OZ2,Play","OZ,Shot",0.224422442244224,1,1.01677852348993
"PRec","Play",,"bw,OZ2,Play","OZ,Shot",0.224422442244224,1,1.01677852348993
"PRec","Play","OZ2,Play","OZ,Play","OZ,Shot",0.224422442244224,1,1.01677852348993
"PRec","Long,Play",,"OZ,Play","OZ,Shot",0.224422442244224,1,1.01677852348993
"PRec","Indirect,Play",,"OZ,Play","OZ,Shot",0.224422442244224,1,1.01677852348993
"Play","Play",,"Direct,OZ,Play","OZ,Shot",0.224422442244224,1,1.01677852348993
"PRec","OZ,OZ2,Play",,"Direct,OZ,Play","OZ,Shot",0.224422442244224,1,1.01677852348993
"PRec",,,"Indirect,Long,Play","OZ,Shot",0.224422442244224,1,1.01677852348993
"Direct,OZ,Play",,,"Direct,Play","OZ,Shot",0.224422442244224,1,1.01677852348993
"PRec","Direct,OZ,Play",,"Play","OZ,Shot",0.221122112211221,1,1.01677852348993
"PRec","Play","Direct,Play","Play","OZ,Shot",0.221122112211221,1,1.01677852348993
"PRec","Play","OZ2,Play","OZ2,Play","OZ,Shot",0.221122112211221,1,1.01677852348993
"Play","OZ,Play",,"OZ2,Play","OZ,Shot",0.221122112211221,1,1.01677852348993
"Long,Play",,,"OZ,OZ2,Play","OZ,Shot",0.221122112211221,1,1.01677852348993
"Play","Play",,"Direct,OZ,OZ2,Play","OZ,Shot",0.221122112211221,1,1.01677852348993
"fw,Play",,,"Direct,OZ2,Play","OZ,Shot",0.221122112211221,1,1.01677852348993
"Direct,OZ,Play",,,"Direct,OZ2,Play","OZ,Shot",0.221122112211221,1,1.01677852348993
"PRec","Direct,OZ2,Play",,"Direct,OZ,Play","OZ,Shot",0.221122112211221,1,1.01677852348993
"PRec","Play",,"Direct,Medium,Play","OZ,Shot",0.221122112211221,1,1.01677852348993
"PRec",,,"Direct,fw,Play","OZ,Shot",0.221122112211221,1,1.01677852348993
"PRec","Long,Play",,"Direct,Play","OZ,Shot",0.221122112211221,1,1.01677852348993
"Play","Direct,Play",,"Direct,Play","OZ,Shot",0.221122112211221,1,1.01677852348993
"OZ,PRec","Play",,"Play","OZ,Shot",0.217821782178218,1,1.01677852348993
"PRec","Play","OZ,Play","Play","OZ,Shot",0.217821782178218,1,1.01677852348993
"PRec","Direct,OZ,Play",,"OZ2,Play","OZ,Shot",0.217821782178218,1,1.01677852348993
"PRec","Play","OZ2,Play","OZ,OZ2,Play","OZ,Shot",0.217821782178218,1,1.01677852348993
"PRec","Direct,OZ2,Play",,"Direct,OZ,OZ2,Play","OZ,Shot",0.217821782178218,1,1.01677852348993
"OZ,PRec",,,"bw,OZ,OZ2,Play","OZ,Shot",0.217821782178218,1,1.01677852348993
"PRec",,,"fw,OZ,Play","OZ,Shot",0.217821782178218,1,1.01677852348993
"OZ,PRec",,,"bw,OZ,Play","OZ,Shot",0.217821782178218,1,1.01677852348993
"bw,Play",,,"Direct,Play","OZ,Shot",0.217821782178218,1,1.01677852348993
"Direct,OZ,OZ2,Play",,,"Direct,Play","OZ,Shot",0.217821782178218,1,1.01677852348993
"Direct,Play","Play",,"Play","OZ,Shot",0.214521452145215,1,1.01677852348993
"PRec","Direct,OZ,OZ2,Play",,"Play","OZ,Shot",0.214521452145215,1,1.01677852348993
"bw,Play",,,"OZ2,Play","OZ,Shot",0.214521452145215,1,1.01677852348993
"OZ,PRec","Play",,"OZ2,Play","OZ,Shot",0.214521452145215,1,1.01677852348993
"PRec","Play","OZ,Play","OZ2,Play","OZ,Shot",0.214521452145215,1,1.01677852348993
"PRec","Medium,Play",,"OZ2,Play","OZ,Shot",0.214521452145215,1,1.01677852348993
"PRec","Long,Play",,"OZ,OZ2,Play","OZ,Shot",0.214521452145215,1,1.01677852348993
"PRec","Play","Play","Direct,OZ,OZ2,Play","OZ,Shot",0.214521452145215,1,1.01677852348993
"Play","OZ2,Play",,"Direct,OZ2,Play","OZ,Shot",0.214521452145215,1,1.01677852348993
